"INSTNM","CITY","STABBR","NUMBRANCH","LATITUDE","LONGITUDE","ADM_RATE","PCIP40","PCIP41","PCIP44","PCIP45","UGDS","PPTUG_EF","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","C150_4","PCTFLOAN","UG25ABV","GRADS","STUFACR","CONTROL_PEPS"
"University of Nebraska-Lincoln","Lincoln","NE",2,40.817598,-96.700508,0.7707,0.0122,0,0,0.0364,18887,0.0428,25341,10108,27748,9874,12845,12271,0.8397,0.6585,0.3373,0.0338,4648,16,"Public"
"College of Saint Mary","Omaha","NE",1,41.240028,-96.021425,0.4395,0.0066,0,0,0,455,0.0374,33989,23340,23340,16115,12438,7637,0.5704,0.5941,0.564,0.2261,251,7,"Private Nonprofit"
"Union Adventist University","Lincoln","NE",1,40.774778,-96.651095,0.9989,0.006,0,0.012,0.0181,439,0.0319,40586,27990,27990,17030,12903,6575,0.9855,0.4586,0.5157,0.0802,99,7,"Private Nonprofit"
"York University","York","NE",1,40.869526,-97.579352,0.4763,0,0,0,0,443,0.079,33136,21600,21600,7816,5625,6002,0.4737,0.374,0.7092,0.0926,142,11,"Private Nonprofit"
"University of Nevada-Las Vegas","Las Vegas","NV",1,36.106047,-115.138462,0.9626,0.0147,8e-04,0.0282,0.0617,24131,0.1823,19440,9142,26098,7727,13600,12000,0.9919,0.5012,0.2707,0.1788,5300,18,"Public"
"University of Nevada-Reno","Reno","NV",1,39.543642,-119.815377,0.8531,0.0193,0,0.0231,0.0446,15723,0.1276,24702,8994,25950,8458,15252,11770,0.98,0.6245,0.2648,0.0822,3813,16,"Public"
"Colby-Sawyer College","New London","NH",1,43.411663,-71.975805,0.8998,0,0,0.0079,0.0118,778,0.1015,65807,18400,18400,11238,10786,7720,1,0.6162,0.6859,0.1475,116,10,"Private Nonprofit"
"Dartmouth College","Hanover","NH",1,43.704115,-72.289949,0.0623,0.0355,0,0,0.2865,4367,2e-04,83802,65739,65739,34537,31160,19216,0.8064,0.9604,0.1198,0.0065,2299,7,"Private Nonprofit"
"Franklin Pierce University","Rindge","NH",1,42.78014,-72.058011,0.9019,0,0,0.009,0.015,1055,0.1735,61955,44963,44963,17044,9678,7973,0.2317,0.461,0.7319,0.0728,579,13,"Private Nonprofit"
"New England College","Henniker","NH",1,43.176403,-71.822282,0.9574,0,0,0.0228,0.0814,980,0.0306,60896,41578,41578,12457,5391,6875,0.1122,0.3109,0.7344,0.1907,1870,8,"Private Nonprofit"
"Southern New Hampshire University","Manchester","NH",1,43.038922,-71.451842,0.9612,0.0036,0,0.024,0.018,156755,0.6871,37524,16450,16450,9760,1444,9682,1,0.4487,0.5907,0.7462,24446,24,"Private Nonprofit"
"University of New Hampshire-Main Campus","Durham","NH",4,43.135934,-70.932465,0.8687,0.0127,0,0.0177,0.0553,11230,0.0167,34567,19112,38882,13710,12617,11876,0.7294,0.7645,0.5766,0.0182,2250,16,"Public"
"Keene State College","Keene","NH",1,42.926452,-72.279276,0.8909,0.0061,0,0,0.0519,2680,0.0127,29524,14710,26186,9965,10696,10143,0.4607,0.5844,0.6836,0.0353,128,16,"Public"
"University of New Hampshire at Manchester","Manchester","NH",4,42.987209,-71.468755,0.8733,0,0,0,0,486,0.1564,22605,15820,35530,13261,13938,10263,0.3876,0.6508,0.4686,0.2605,226,9,"Public"
"Plymouth State University","Plymouth","NH",1,43.759573,-71.690164,0.9103,0.0173,0,0.0359,0.0279,3298,0.0158,29257,14558,25498,10364,9551,9097,0.5327,0.4743,0.7291,0.0228,503,15,"Public"
"Rivier University","Nashua","NH",1,42.738676,-71.45626,0.8176,0,0,0.0057,0.0057,1312,0.2424,50999,37791,37791,16717,8049,8231,0.2899,0.5871,0.7306,0.2494,1544,14,"Private Nonprofit"
"Saint Anselm College","Manchester","NH",1,42.986889,-71.503622,0.7832,0.0484,0,0.0092,0.159,2032,0.0074,65067,46810,46810,17244,13841,9520,0.6951,0.8315,0.683,0.0029,26,11,"Private Nonprofit"
"Bloomfield College","Bloomfield","NJ",1,40.795105,-74.194309,0.6723,0.0229,0,0,0.1183,901,0.0766,44298,30680,30680,15601,11240,8995,1,0.3105,0.9002,0.1471,6,13,"Public"
"Caldwell University","Caldwell","NJ",1,40.832753,-74.272571,0.654,0.003,0,0,0.048,1437,0.0313,53586,39450,39450,17377,8849,8294,1,0.587,0.6903,0.0504,416,13,"Private Nonprofit"
"Centenary University","Hackettstown","NJ",1,40.84764,-74.833644,0.9668,0,0,0.0241,0.0201,934,0.045,51351,37732,37732,16798,10738,7080,1,0.5659,0.8109,0.0957,502,12,"Private Nonprofit"
"Drew University","Madison","NJ",1,40.761829,-74.424584,0.6944,0.0368,0,0,0.1947,1510,0.0086,61378,45360,45360,16541,12018,9464,1,0.7243,0.5753,0.0376,602,11,"Private Nonprofit"
"Fairleigh Dickinson University-Metropolitan Campus","Teaneck","NJ",2,40.897209,-74.028986,0.9591,0.0033,0,0,0.0196,2578,0.2196,47791,35822,35822,17555,9933,9501,0.2868,0.6171,0.221,0.1035,2167,14,"Private Nonprofit"
"Felician University","Lodi","NJ",1,40.867272,-74.096452,0.9401,0,0,0,0.0252,1754,0.0462,50346,37830,37830,15866,10003,7843,0.4865,0.4968,0.5739,0.1849,403,15,"Private Nonprofit"
"Fairleigh Dickinson University-Florham Campus","Madison","NJ",2,40.774498,-74.432121,0.9527,0.0099,0,0,0.0931,1958,0.0403,52840,35822,35822,24400,13806,9099,0.4396,0.723,0.5728,0.0336,781,11,"Private Nonprofit"
"Georgian Court University","Lakewood","NJ",1,40.099617,-74.228186,0.7052,0.0056,0,0.0644,0.0028,1174,0.0716,49198,37110,37110,18949,9921,8268,0.3893,0.5509,0.4439,0.1306,432,10,"Private Nonprofit"
"Rowan University","Glassboro","NJ",1,39.709108,-75.119119,0.7782,0.0146,0,0.0026,0.036,14647,0.1121,34116,15700,25564,12869,15736,10233,0.4924,0.6828,0.4431,0.1118,4791,16,"Public"
"New Jersey City University","Jersey City","NJ",1,40.709937,-74.08727,0.8918,0.0111,0,0,0.0564,4076,0.1305,23668,13971,24888,8341,9705,12217,1,0.3874,0.3236,0.2226,1624,14,"Public"
"Kean University","Union","NJ",1,40.677981,-74.233503,0.7688,0.0099,0.0169,0.0056,0.0277,10842,0.1443,24924,13426,21076,9262,12836,9729,0.2754,0.4338,0.456,0.1933,2118,17,"Public"
"Monmouth University","West Long Branch","NJ",2,40.280066,-74.006447,0.8954,0.0107,0,0.0385,0.0428,3831,0.0324,60113,44850,44850,24982,13724,9898,1,0.7033,0.6106,0.0239,1139,12,"Private Nonprofit"
"Montclair State University","Montclair","NJ",1,40.860414,-74.198141,0.8741,0.011,0,0.0141,0.0492,17677,0.0815,25926,14766,24126,9334,9394,11512,0.3414,0.6426,0.403,0.0837,4508,17,"Public"
"New Jersey Institute of Technology","Newark","NJ",1,40.741997,-74.177113,0.669,0.0099,0,0,0,8762,0.1042,32228,19022,35934,15241,14347,12818,0.5765,0.7311,0.3285,0.1156,3484,16,"Public"
"Princeton University","Princeton","NJ",1,40.348732,-74.659365,0.045,0.0607,0,0.0888,0.197,5579,0,80440,59710,59710,17365,68519,24017,0.8484,0.9709,0.0296,0.0146,3251,5,"Private Nonprofit"
"Rabbinical College of America","Morristown","NJ",1,40.805705,-74.49878,0.8714,0,0,0,0,197,0,25000,13000,13000,9888,13845,5623,0.92,0.1833,0,0.0102,9,12,"Private Nonprofit"
"Ramapo College of New Jersey","Mahwah","NJ",1,41.080942,-74.174086,0.7322,0.0052,0,0.0588,0.0847,4664,0.0613,30176,15978,26388,10333,12937,11717,1,0.7186,0.3906,0.093,508,16,"Public"
"Rider University","Lawrenceville","NJ",1,40.278796,-74.737833,0.794,0.0167,0,0.0026,0.0283,3192,0.0454,53982,38900,38900,19197,13922,11470,0.4845,0.6332,0.5988,0.0712,839,12,"Private Nonprofit"
"Rutgers University-Camden","Camden","NJ",3,39.948064,-75.12224,0.7775,0.0046,0,0.0515,0.0446,3819,0.1312,33812,17079,35841,16465,19196,13843,0.4754,0.6645,0.4863,0.2399,1854,12,"Public"
"Rutgers University-New Brunswick","New Brunswick","NJ",3,40.498769,-74.446251,0.6535,0.0122,0,0.0108,0.0681,36357,0.0359,35232,17239,36001,15101,19156,14154,0.5703,0.8501,0.3679,0.0485,14029,15,"Public"
"Rutgers University-Newark","Newark","NJ",3,40.739122,-74.175809,0.7873,0.0028,0,0.0673,0.0516,7187,0.1041,33749,16586,35348,22267,19407,15830,0.6354,0.676,0.3087,0.1708,3392,13,"Public"
"Saint Peter's University","Jersey City","NJ",1,40.727105,-74.071541,0.9053,0.0094,0,0.0019,0.0642,1939,0.0469,50052,41054,41054,15936,6827,9098,0.3101,0.6313,0.3322,0.1033,1572,11,"Private Nonprofit"
"Seton Hall University","South Orange","NJ",1,40.742336,-74.246027,0.789,0.0187,0,0.0097,0.1018,5924,0.0206,64996,51370,51370,25614,11854,11051,0.9191,0.7147,0.5116,0.0221,3433,14,"Private Nonprofit"
"Saint Elizabeth University","Morristown","NJ",1,40.78182,-74.438221,0.7721,0,0,0.0331,0.0055,636,0.0912,52328,35942,35942,16694,11824,7623,0.2978,0.4024,0.6282,0.1269,339,11,"Private Nonprofit"
"Stevens Institute of Technology","Hoboken","NJ",1,40.744776,-74.025334,0.4344,0.0158,0,0,0.0011,4084,0.0051,76449,60952,60952,28935,12593,16961,1,0.8988,0.5496,0.0051,4750,10,"Private Nonprofit"
"Stockton University","Galloway","NJ",1,39.492036,-74.531087,0.8817,0.0118,0,0.0254,0.105,7770,0.0431,32159,15532,23420,8328,8672,10580,0.4883,0.7197,0.5117,0.1116,976,17,"Public"
"The College of New Jersey","Ewing","NJ",1,40.268651,-74.778791,0.6214,0.0336,0,0,0.0562,6831,0.0236,37070,18685,24568,13312,10780,11750,0.4918,0.8523,0.4735,0.0194,579,13,"Public"
"William Paterson University of New Jersey","Wayne","NJ",1,40.945255,-74.200248,0.9252,0.0054,0,5e-04,0.0406,6526,0.2139,26555,15150,24464,9421,12777,12574,0.9924,0.4771,0.417,0.3207,2880,17,"Public"
"Eastern New Mexico University-Main Campus","Portales","NM",3,34.175592,-103.34819,0.5492,0.002,0,0,0.0288,3186,0.3007,18503,6863,8843,3965,7091,8033,0.6515,0.3981,0.1965,0.3583,1314,17,"Public"
"Institute of American Indian and Alaska Native Culture and Arts Development","Santa Fe","NM",1,35.586563,-106.010015,1,0,0,0,0,307,0.2573,23873,5801,5801,2831,16990,7354,1,0.2453,0,0.1788,76,8,"Public"
"New Mexico Institute of Mining and Technology","Socorro","NM",1,34.067041,-106.905211,0.5396,0.0924,0,0,0,1122,0.0508,22872,9058,26312,5558,13689,9806,0.8103,0.5636,0.3514,0.1255,486,10,"Public"
"University of New Mexico-Main Campus","Albuquerque","NM",5,35.083868,-106.620155,0.9545,0.0131,0,0,0.051,16686,0.1855,20973,8115,26450,5660,14644,11082,0.7007,0.5253,0.4287,0.2022,5795,15,"Public"
"New Mexico State University-Main Campus","Las Cruces","NM",4,32.281568,-106.752069,0.7573,0.0046,0,0.0141,0.0341,11561,0.1498,20930,8147,25271,3852,11703,9917,0.7516,0.5222,0.2288,0.1952,2666,15,"Public"
"Adelphi University","Garden City","NY",1,40.721439,-73.653321,0.7751,0.0106,0,0.0312,0.038,5077,0.0388,57444,47290,47290,25660,16129,13227,0.2959,0.6893,0.5953,0.0449,2282,12,"Private Nonprofit"
"Albany College of Pharmacy and Health Sciences","Albany","NY",1,42.650371,-73.779063,0.5908,0,0,0,0,509,0.0098,52317,40375,40375,23681,24545,10022,0.6207,0.6882,0.8801,0.0585,328,10,"Private Nonprofit"
"Alfred University","Alfred","NY",1,42.254476,-77.788106,0.4833,0.0134,0,0,0.0167,1401,0.015,54516,39530,39530,9025,15380,7126,0.8152,0.555,0.6719,0.0422,421,10,"Private Nonprofit"
"American Musical and Dramatic Academy","New York","NY",1,40.772275,-73.987549,0.2471,0,0,0,0,1502,0,63779,45560,45560,30530,17173,6026,0.3145,0.7202,0.6404,0.0413,9,6,"Private Nonprofit"
"Bard College","Annandale-On-Hudson","NY",15,42.020386,-73.909927,0.5229,0,0,0,0.267,2280,0.0785,81661,63612,63612,12908,39728,12376,0.6312,0.7271,0.3441,0.2205,469,9,"Private Nonprofit"
"Canisius University","Buffalo","NY",1,42.925206,-78.852577,0.8177,0.0102,0,0.0102,0.0612,1768,0.0266,42271,32720,32720,15911,9285,8621,0.4755,0.7065,0.5341,0.0345,747,11,"Private Nonprofit"
"Central Yeshiva Tomchei Tmimim Lubavitz","Brooklyn","NY",1,40.669694,-73.938778,0.8846,0,0,0,0,810,0,27589,8400,8400,8393,1754,3577,0.7,0.0278,0,0.0037,108,35,"Private Nonprofit"
"Clarkson University","Potsdam","NY",2,44.662716,-74.999359,0.7716,0.012,0,0,0.0135,2449,0.0029,76451,57950,57950,16670,16572,10769,0.7836,0.7356,0.6537,0.0076,1090,12,"Private Nonprofit"
"Colgate University","Hamilton","NY",1,42.819475,-75.536346,0.1195,0.0576,0,0,0.3566,3122,0.0035,83650,67024,67024,52108,27922,12737,0.9415,0.9053,0.1217,0.0022,15,9,"Private Nonprofit"
"Metropolitan College of New York","New York","NY",1,40.708706,-74.014702,0.7654,0,0,0.3333,0,430,0.2767,32786,20188,20188,19848,10538,8544,1,0.2474,0.6761,0.914,233,13,"Private Nonprofit"
"Columbia University in the City of New York","New York","NY",1,40.808286,-73.961885,0.0423,0.0277,0,0,0.2678,8899,0.0674,86042,69045,69045,44669,105237,21217,0.4232,0.9496,0.1439,0.1406,26168,6,"Private Nonprofit"
"The Cooper Union for the Advancement of Science and Art","New York","NY",1,40.728148,-73.991609,0.1905,0,0,0,0,891,0,67088,46820,46820,14121,34434,13781,0.287,0.8032,0.208,0.0133,82,9,"Private Nonprofit"
"Cornell University","Ithaca","NY",2,42.4472,-76.483084,0.0816,0.0288,0,0.0116,0.0704,15935,0.0095,83196,66014,66014,30525,31572,17253,0.9233,0.9514,0.2407,0.0047,10213,9,"Private Nonprofit"
"Culinary Institute of America","Hyde Park","NY",3,41.745806,-73.933231,0.9176,0,0,0,0,2988,0.0398,54106,38410,38410,26149,13477,9791,1,0.6467,0.5374,0.1452,115,19,"Private Nonprofit"
"CUNY Bernard M Baruch College","New York","NY",1,40.740238,-73.983417,0.5048,0,0,0.0122,0.0431,15734,0.1805,13521,7464,15414,5444,11036,12556,0.4592,0.7211,0.1199,0.131,3612,19,"Public"
"CUNY Brooklyn College","Brooklyn","NY",2,40.631517,-73.949898,0.5366,0.0153,0,0,0.0394,10443,0.2234,13573,7452,15402,3757,13940,12729,0.3495,0.5658,0.07,0.1819,2605,13,"Public"
"CUNY City College","New York","NY",1,40.819846,-73.948542,0.5807,0.0151,0,0,0.1151,11934,0.1697,13514,7340,15290,3675,21739,13179,0.3958,0.5466,0.0748,0.1352,2656,14,"Public"
"CUNY Hunter College","New York","NY",1,40.768669,-73.964795,0.5405,0.0399,0,0.0197,0.1367,16642,0.1841,13310,7382,15332,5080,11202,12766,0.334,0.6099,0.0715,0.1385,5501,14,"Public"
"CUNY John Jay College of Criminal Justice","New York","NY",1,40.770351,-73.98841,0.5722,0,0,0.0437,0.1305,11340,0.1617,13712,7470,15420,3621,14519,12094,0.374,0.5549,0.0846,0.1729,1832,16,"Public"
"CUNY Lehman College","Bronx","NY",1,40.872962,-73.895379,0.5543,0.0104,0,0.0554,0.1017,10438,0.2927,13456,7410,15360,3232,15162,11841,0.416,0.4929,0.1288,0.3227,1667,15,"Public"
"CUNY Queens College","Queens","NY",1,40.736416,-73.820053,0.6852,0.0076,0,0,0.1686,13060,0.2109,13643,7538,15488,4454,12670,12029,0.4585,0.6016,0.0893,0.1745,2483,14,"Public"
"CUNY York College","Jamaica","NY",1,40.701576,-73.796313,0.5942,0.0062,0,0.0484,0.0545,4439,0.2757,13686,7358,15308,3453,15553,11717,0.3836,0.3027,0.0619,0.2321,255,13,"Public"
"D'Youville  University","Buffalo","NY",1,42.902636,-78.890868,0.8235,0,0,0,0.0047,1299,0.1778,42512,33560,33560,22561,13542,8529,0.5667,0.5668,0.6247,0.1771,1245,11,"Private Nonprofit"
"Daemen University","Amherst","NY",1,42.965605,-78.788111,0.7616,0,0,0.0157,0.0135,1761,0.0591,44232,33724,33724,15563,9657,7071,0.4714,0.584,0.6125,0.0808,819,13,"Private Nonprofit"
"Dominican University New York","Orangeburg","NY",1,41.047419,-73.950555,0.7883,0,0,0.0269,0.165,1083,0.0563,48001,33060,33060,20757,10629,8584,0.3617,0.5677,0.691,0.112,289,14,"Private Nonprofit"
"Elmira College","Elmira","NY",1,42.0961,-76.813459,0.908,0.0061,0,0.1534,0.0368,583,0.0309,50783,37932,37932,14626,10512,4871,0.5204,0.6404,0.7422,0.0783,44,8,"Private Nonprofit"
"Fashion Institute of Technology","New York","NY",1,40.74731,-73.994781,0.5761,0,0,0,0,7575,0.1015,29732,6170,16750,10252,13975,9473,0.9881,0.8333,0.3144,0.113,265,17,"Public"
"Five Towns College","Dix Hills","NY",1,40.794506,-73.369348,0.7203,0,0,0,0,533,0.0394,40792,29950,29950,10660,6938,6087,0.1389,0.4898,0.5242,0.0468,61,11,"Proprietary"
"Fordham University","Bronx","NY",1,40.859354,-73.882705,0.5628,0.0089,0,0.0033,0.1661,10239,0.0408,77351,61992,61992,29380,18519,15544,1,0.8027,0.4695,0.0357,5846,14,"Private Nonprofit"
"Hartwick College","Oneonta","NY",1,42.457599,-75.071994,0.687,0.0402,0,0,0.1124,1099,0.01,66623,52849,52849,20717,15073,7874,1,0.4615,0.8053,0.018,1,10,"Private Nonprofit"
"Hilbert College","Hamburg","NY",1,42.75464,-78.820257,0.9802,0,0,0.0559,0.021,922,0.0521,40002,32150,32150,11566,5925,6373,0.3762,0.4699,0.7224,0.1171,34,15,"Private Nonprofit"
"Hobart William Smith Colleges","Geneva","NY",1,42.858131,-76.985516,0.5728,0.0728,0,0,0.2297,1606,0.0112,80635,63268,63268,21171,19989,9638,1,0.7271,0.7107,0.0056,51,10,"Private Nonprofit"
"Hofstra University","Hempstead","NY",1,40.715959,-73.60078,0.7059,0.0111,0,0,0.0703,6155,0.0307,68298,55450,55450,29657,19225,14617,0.4061,0.671,0.4694,0.0206,4169,13,"Private Nonprofit"
"Houghton University","Houghton","NY",1,42.426137,-78.155426,0.927,0.0237,0,0,0.0332,867,0.0473,29287,17290,17290,12765,12006,6402,0.5833,0.6466,0.5602,0.0554,39,13,"Private Nonprofit"
"Iona University","New Rochelle","NY",1,40.925725,-73.788046,0.9114,0.014,0,0.0263,0.0438,2731,0.011,57336,45880,45880,20540,11246,9467,0.5667,0.5744,0.4288,0.0153,586,15,"Private Nonprofit"
"Ithaca College","Ithaca","NY",1,42.422154,-76.494136,0.6994,0.0085,0,0,0.034,4350,0.0163,66162,50510,50510,21640,14377,9593,0.7583,0.7411,0.6415,0.0053,460,10,"Private Nonprofit"
"The Juilliard School","New York","NY",1,40.773725,-73.982913,0.0896,0,0,0,0,460,0,81090,56550,56550,21766,42517,14709,0.3053,0.9,0.2116,0.2084,409,4,"Private Nonprofit"
"Keuka College","Keuka Park","NY",1,42.615253,-77.090562,0.9388,0,0,0.1842,0.0075,920,0.075,53506,38000,38000,15552,8374,6359,0.9672,0.4877,0.866,0.1302,362,11,"Private Nonprofit"
"LIM College","New York","NY",1,40.754991,-73.979413,0.9875,0,0,0,0,1133,0.053,50471,31950,31950,25673,9603,6586,0.0838,0.5299,0.6272,0.0701,229,22,"Proprietary"
"Le Moyne College","Syracuse","NY",1,43.049192,-76.090435,0.7529,0.0268,0,0.0015,0.0864,2434,0.1027,51033,38970,38970,16043,12048,8957,0.5536,0.7098,0.6212,0.0698,603,12,"Private Nonprofit"
"Long Island University","Brookville","NY",1,40.820714,-73.593678,0.8977,0.0014,0,0.0144,0.0178,5478,0.0933,52419,41642,41642,25811,12507,12877,0.3913,0.5544,0.2545,0.0732,4569,13,"Private Nonprofit"
"Manhattan College","Riverdale","NY",1,40.889756,-73.901893,0.7849,0.0013,0,0,0.0548,2928,0.0495,62537,50850,50850,22673,16416,11881,0.4989,0.6597,0.4984,0.0581,567,11,"Private Nonprofit"
"Manhattan School of Music","New York","NY",1,40.812312,-73.961334,0.3994,0,0,0,0,535,0.0037,74277,54600,54600,31997,15213,8330,0.2194,0.7826,0.3287,0.0331,554,6,"Private Nonprofit"
"Manhattanville College","Purchase","NY",1,41.032187,-73.715645,0.8466,0.0025,0,0,0.0455,1250,0.0264,55641,42950,42950,16986,10741,8882,0.2885,0.5373,0.593,0.0933,1050,12,"Private Nonprofit"
"Maria College of Albany","Albany","NY",1,42.657789,-73.806287,0.6094,0,0,0,0,702,0.8006,23518,17680,17680,17490,11263,7807,0.9884,0.4286,0.7503,0.6885,49,5,"Private Nonprofit"
"Marist College","Poughkeepsie","NY",1,41.720937,-73.935484,0.6471,0.003,0,0.0166,0.0317,5039,0.032,63898,46140,46140,24199,13355,10555,0.4359,0.7984,0.6301,0.0206,907,16,"Private Nonprofit"
"Mercy University","Dobbs Ferry","NY",1,41.021626,-73.874447,0.8547,0,0,0.0394,0.0781,5539,0.1173,32391,22106,22106,18412,8124,9475,0.2539,0.481,0.4889,0.2453,2292,15,"Private Nonprofit"
"Mesivta Torah Vodaath Rabbinical Seminary","Brooklyn","NY",1,40.6382,-73.969395,0.8974,0,0,0,0,337,0,22157,13950,13950,3456,3594,2805,0.6522,0.3333,0,0.1899,201,28,"Private Nonprofit"
"Molloy College","Rockville Centre","NY",1,40.685941,-73.626183,0.7564,0,0,0.0215,0.0076,3185,0.1598,48251,37840,37840,23699,12951,11156,0.2744,0.7176,0.6142,0.1589,1711,10,"Private Nonprofit"
"Monroe College","Bronx","NY",1,40.864459,-73.900215,0.6588,0,0,0.0827,0,5670,0.3363,26306,17922,17922,11948,4510,6018,0.3664,0.5748,0.4846,0.4319,1524,18,"Proprietary"
"Mount Saint Mary College","Newburgh","NY",1,41.513872,-74.012655,0.8246,0,0,0.0281,0.1,1268,0.1617,51810,41370,41370,19713,10462,9483,0.404,0.6566,0.6492,0.1276,349,12,"Private Nonprofit"
"University of Mount Saint Vincent","Bronx","NY",1,40.913657,-73.908887,0.8464,0.0013,0,0,0.0286,2373,0.0611,50617,42740,42740,12954,7775,10128,0.18,0.5714,0.5533,0.1259,804,15,"Private Nonprofit"
"Nazareth University","Rochester","NY",1,43.101576,-77.518579,0.795,0.0074,0,0.0424,0.0295,1891,0.0254,56140,40880,40880,22685,13967,8336,0.481,0.7291,0.7413,0.0253,539,9,"Private Nonprofit"
"The New School","New York","NY",1,40.735508,-73.997114,0.6252,0,0,0,0.0208,6819,0.059,82757,56386,56386,36050,17783,13132,0.1932,0.7119,0.2586,0.0697,2593,9,"Private Nonprofit"
"New York University","New York","NY",1,40.729452,-73.997264,0.0941,0.0118,0,0.0045,0.1338,29430,0.0319,79121,60438,60438,43678,35840,17330,1,0.8846,0.2171,0.0329,27575,8,"Private Nonprofit"
"Niagara University","Niagara University","NY",1,43.137279,-79.036689,0.8534,0.004,0,0.0148,0.0823,2713,0.0192,50174,38135,38135,13821,8646,9518,1,0.7024,0.5736,0.1114,1474,10,"Private Nonprofit"
"New York Institute of Technology","Old Westbury","NY",1,40.812447,-73.6078,0.7808,0.0031,0,0,0.0031,3320,0.0801,53625,44360,44360,36986,19277,13096,0.3178,0.5604,0.4561,0.0692,3402,13,"Private Nonprofit"
"Pace University","New York","NY",1,40.711014,-74.004719,0.7714,0.0029,0,0,0.0619,7725,0.0377,68092,51424,51424,24167,11272,12664,1,0.6141,0.4639,0.0592,5916,16,"Private Nonprofit"
"Paul Smiths College of Arts and Science","Paul Smiths","NY",1,44.433965,-74.252675,0.9073,0,0,0,0,582,0.0086,50865,32049,32049,21096,9897,5487,0.8909,0.5333,0.759,0.0481,15,12,"Private Nonprofit"
"Pratt Institute-Main","Brooklyn","NY",2,40.691297,-73.96431,0.5317,0,0,0,0,3766,0.0178,76533,59683,59683,37109,18644,12423,0.1479,0.7269,0.3418,0.0362,1418,9,"Private Nonprofit"
"Rabbinical Seminary of America","Flushing","NY",2,40.72308,-73.817161,0.9754,0,0,0,0,379,0,19700,10000,10000,3555,5357,3200,0.9375,0.3431,0,0.029,222,40,"Private Nonprofit"
"Rensselaer Polytechnic Institute","Troy","NY",2,42.729978,-73.676646,0.5845,0.0479,0,0,0.0058,5909,0.0046,79934,61884,61884,28343,19846,13277,0.8696,0.8316,0.5005,0.0071,1070,14,"Private Nonprofit"
"Roberts Wesleyan University","Rochester","NY",1,43.125755,-77.798498,0.7778,0.0268,0,0.0569,0,1065,0.1164,49621,37504,37504,15026,9977,6879,0.902,0.6393,0.6746,0.2665,527,9,"Private Nonprofit"
"Rochester Institute of Technology","Rochester","NY",1,43.084188,-77.67386,0.714,0.0292,0.0016,4e-04,0.0091,13225,0.0255,71714,57016,57016,24205,20440,11313,0.6928,0.708,0.552,0.0281,2787,13,"Private Nonprofit"
"University of Rochester","Rochester","NY",1,43.126397,-77.631202,0.3585,0.0336,0,0,0.0967,6488,0.0257,82600,64348,64348,29654,36252,13878,0.9457,0.8448,0.403,0.0628,5396,9,"Private Nonprofit"
"Russell Sage College","Troy","NY",1,42.72822,-73.693711,0.7619,0,0,0,0.0614,1075,0.0195,50986,36756,36756,17026,9402,6478,0.845,0.6567,0.9252,0.0981,984,10,"Private Nonprofit"
"St Bonaventure University","Saint Bonaventure","NY",1,42.080191,-78.481107,0.8153,0.0128,0,0,0.0821,1892,0.009,55265,40150,40150,14342,8930,7851,0.698,0.7039,0.9208,0.011,689,12,"Private Nonprofit"
"St Lawrence University","Canton","NY",1,44.589879,-75.161343,0.5847,0.0316,0,0,0.2565,2040,0.001,79665,63870,63870,21979,19814,10224,0.8386,0.7965,0.5497,0.0044,29,11,"Private Nonprofit"
"The College of Saint Rose","Albany","NY",1,42.664297,-73.786661,0.734,0.0022,0,0.0333,0.0244,1238,0.0372,52773,37452,37452,12127,11138,6968,0.5311,0.5095,0.6082,0.1,1288,14,"Private Nonprofit"
"St. Thomas Aquinas College","Sparkill","NY",1,41.041576,-73.936799,0.8223,0,0,0,0.0163,1009,0.0218,51685,37720,37720,13617,10130,9445,0.4101,0.626,0.2717,0.0234,155,16,"Private Nonprofit"
"Sarah Lawrence College","Bronxville","NY",1,40.9355,-73.843727,0.5893,0,0,0,0,1468,0.015,79320,63678,63678,29726,22053,10336,0.3377,0.6997,0.4241,0.0072,222,10,"Private Nonprofit"
"Siena College","Loudonville","NY",1,42.717602,-73.7526,0.7057,0.0142,0,0.0379,0.0817,3447,0.0194,62329,44405,44405,17784,10194,9389,0.6486,0.7584,0.6692,0.0232,126,13,"Private Nonprofit"
"St. Joseph's University-New York","Brooklyn","NY",1,40.690418,-73.967664,0.714,0.0031,0,0.0072,0.0278,3343,0.0963,39254,34535,34535,19081,10813,9239,1,0.6421,0.5321,0.1748,681,12,"Private Nonprofit"
"St. John Fisher University","Rochester","NY",1,43.116259,-77.513056,0.678,0.0015,0,0,0.05,2579,0.0209,52514,39666,39666,20183,12318,9601,1,0.7444,0.6786,0.0344,1084,12,"Private Nonprofit"
"St. John's University-New York","Queens","NY",2,40.722523,-73.796104,0.7967,0.01,0,9e-04,0.0322,9742,0.0189,61931,50110,50110,23073,12822,13140,0.4589,0.6846,0.266,0.0094,3992,16,"Private Nonprofit"
"SUNY College of Technology at Delhi","Delhi","NY",1,42.269859,-74.924612,0.8841,0,0,0,0,2597,0.1475,26285,8710,12480,4983,14969,6748,0.6667,0.4796,0.5439,0.1925,143,12,"Public"
